"pic_id","sample_size","test_param","param_value","p_value","obs_plot_location","pic_name","experiment","difficulty","data_name"
202,"20","turk10-Control-Inner-Multiple-rep2","20-5",NA,"8","images/filebab636c190bd-multiple.svg","turk10",17,"data-1-2-17-20-5-8-2.csv"
203,"20","turk10-Control-Outer-Multiple-rep2","20-5",NA,"2","images/filebab65e058460-multiple.svg","turk10",17,"data-1-2-17-20-5-8-2.csv"
204,"20","turk10-Control-Outer-Single-rep2","20-5",NA,"2","images/filebab65e058460-single.svg","turk10",17,"data-1-2-17-20-5-8-2.csv"
205,"30","turk10-Standard-Inner-Multiple-rep2","30-5",NA,"9","images/filebab64f48c382-multiple.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
206,"30","turk10-Standard-Inner-Single-rep2","30-5",NA,"9","images/filebab64f48c382-single.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
207,"30","turk10-Standard-Outer-Multiple-rep2","30-5",NA,"15","images/filebab6321bb478-multiple.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
208,"30","turk10-Standard-Outer-Single-rep2","30-5",NA,"15","images/filebab6321bb478-single.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
209,"30","turk10-Rotated-Inner-Multiple-rep2","30-5",NA,"9","images/filebab63c35ead9-multiple.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
210,"30","turk10-Rotated-Inner-Single-rep2","30-5",NA,"9","images/filebab63c35ead9-single.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
211,"30","turk10-Rotated-Outer-Single-rep2","30-5",NA,"15","images/filebab677cd6b70-single.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
212,"30","turk10-Rotated-Outer-Multiple-rep2","30-5",NA,"15","images/filebab677cd6b70-multiple.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
213,"30","turk10-Control-Inner-Single-rep2","30-5",NA,"9","images/filebab638e54bfb-single.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
214,"30","turk10-Control-Inner-Multiple-rep2","30-5",NA,"9","images/filebab638e54bfb-multiple.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
215,"30","turk10-Control-Outer-Multiple-rep2","30-5",NA,"15","images/filebab655df68eb-multiple.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
216,"30","turk10-Control-Outer-Single-rep2","30-5",NA,"15","images/filebab655df68eb-single.svg","turk10",18,"data-1-2-18-30-5-9-15.csv"
217,"50","turk10-Standard-Inner-Multiple-rep2","50-5",NA,"9","images/filebab645bd9b41-multiple.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
218,"50","turk10-Standard-Inner-Single-rep2","50-5",NA,"9","images/filebab645bd9b41-single.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
219,"50","turk10-Standard-Outer-Multiple-rep2","50-5",NA,"2","images/filebab6231bec2c-multiple.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
220,"50","turk10-Standard-Outer-Single-rep2","50-5",NA,"2","images/filebab6231bec2c-single.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
221,"50","turk10-Rotated-Inner-Multiple-rep2","50-5",NA,"9","images/filebab63e614858-multiple.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
222,"50","turk10-Rotated-Inner-Single-rep2","50-5",NA,"9","images/filebab63e614858-single.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
223,"50","turk10-Rotated-Outer-Single-rep2","50-5",NA,"2","images/filebab664d4a966-single.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
224,"50","turk10-Rotated-Outer-Multiple-rep2","50-5",NA,"2","images/filebab664d4a966-multiple.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
225,"50","turk10-Control-Inner-Single-rep2","50-5",NA,"9","images/filebab67e2e4eb5-single.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
226,"50","turk10-Control-Inner-Multiple-rep2","50-5",NA,"9","images/filebab67e2e4eb5-multiple.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
227,"50","turk10-Control-Outer-Multiple-rep2","50-5",NA,"2","images/filebab612318dcb-multiple.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
228,"50","turk10-Control-Outer-Single-rep2","50-5",NA,"2","images/filebab612318dcb-single.svg","turk10",19,"data-1-2-19-50-5-9-2.csv"
229,"75","turk10-Standard-Inner-Multiple-rep2","75-5",NA,"8","images/filebab64121dad5-multiple.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
230,"75","turk10-Standard-Inner-Single-rep2","75-5",NA,"8","images/filebab64121dad5-single.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
231,"75","turk10-Standard-Outer-Multiple-rep2","75-5",NA,"3","images/filebab615a5f75b-multiple.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
232,"75","turk10-Standard-Outer-Single-rep2","75-5",NA,"3","images/filebab615a5f75b-single.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
233,"75","turk10-Rotated-Inner-Multiple-rep2","75-5",NA,"8","images/filebab6735413c1-multiple.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
234,"75","turk10-Rotated-Inner-Single-rep2","75-5",NA,"8","images/filebab6735413c1-single.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
235,"75","turk10-Rotated-Outer-Single-rep2","75-5",NA,"3","images/filebab614dd1f0e-single.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
236,"75","turk10-Rotated-Outer-Multiple-rep2","75-5",NA,"3","images/filebab614dd1f0e-multiple.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
237,"75","turk10-Control-Inner-Single-rep2","75-5",NA,"8","images/filebab643128277-single.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
238,"75","turk10-Control-Inner-Multiple-rep2","75-5",NA,"8","images/filebab643128277-multiple.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
239,"75","turk10-Control-Outer-Multiple-rep2","75-5",NA,"3","images/filebab674337507-multiple.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
240,"75","turk10-Control-Outer-Single-rep2","75-5",NA,"3","images/filebab674337507-single.svg","turk10",20,"data-1-2-20-75-5-8-3.csv"
241,"20","turk10-Standard-Inner-Multiple-rep2","20-10",NA,"12","images/filebab6320d3d30-multiple.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
242,"20","turk10-Standard-Inner-Single-rep2","20-10",NA,"12","images/filebab6320d3d30-single.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
243,"20","turk10-Standard-Outer-Multiple-rep2","20-10",NA,"18","images/filebab632c33fc-multiple.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
244,"20","turk10-Standard-Outer-Single-rep2","20-10",NA,"18","images/filebab632c33fc-single.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
245,"20","turk10-Rotated-Inner-Multiple-rep2","20-10",NA,"12","images/filebab65e485a2a-multiple.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
246,"20","turk10-Rotated-Inner-Single-rep2","20-10",NA,"12","images/filebab65e485a2a-single.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
247,"20","turk10-Rotated-Outer-Single-rep2","20-10",NA,"18","images/filebab66017abc1-single.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
248,"20","turk10-Rotated-Outer-Multiple-rep2","20-10",NA,"18","images/filebab66017abc1-multiple.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
249,"20","turk10-Control-Inner-Single-rep2","20-10",NA,"12","images/filebab64b08e704-single.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
250,"20","turk10-Control-Inner-Multiple-rep2","20-10",NA,"12","images/filebab64b08e704-multiple.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
251,"20","turk10-Control-Outer-Multiple-rep2","20-10",NA,"18","images/filebab63576de18-multiple.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
252,"20","turk10-Control-Outer-Single-rep2","20-10",NA,"18","images/filebab63576de18-single.svg","turk10",21,"data-1-2-21-20-10-12-18.csv"
253,"30","turk10-Standard-Inner-Multiple-rep2","30-10",NA,"14","images/filebab61a88410e-multiple.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
254,"30","turk10-Standard-Inner-Single-rep2","30-10",NA,"14","images/filebab61a88410e-single.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
255,"30","turk10-Standard-Outer-Multiple-rep2","30-10",NA,"11","images/filebab667670bbd-multiple.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
256,"30","turk10-Standard-Outer-Single-rep2","30-10",NA,"11","images/filebab667670bbd-single.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
257,"30","turk10-Rotated-Inner-Multiple-rep2","30-10",NA,"14","images/filebab6eef1514-multiple.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
258,"30","turk10-Rotated-Inner-Single-rep2","30-10",NA,"14","images/filebab6eef1514-single.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
259,"30","turk10-Rotated-Outer-Single-rep2","30-10",NA,"11","images/filebab67250dbb4-single.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
260,"30","turk10-Rotated-Outer-Multiple-rep2","30-10",NA,"11","images/filebab67250dbb4-multiple.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
261,"30","turk10-Control-Inner-Single-rep2","30-10",NA,"14","images/filebab61e33da54-single.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
262,"30","turk10-Control-Inner-Multiple-rep2","30-10",NA,"14","images/filebab61e33da54-multiple.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
263,"30","turk10-Control-Outer-Multiple-rep2","30-10",NA,"11","images/filebab65e42d049-multiple.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
264,"30","turk10-Control-Outer-Single-rep2","30-10",NA,"11","images/filebab65e42d049-single.svg","turk10",22,"data-1-2-22-30-10-14-11.csv"
265,"50","turk10-Standard-Inner-Multiple-rep2","50-10",NA,"8","images/filebab655fbf8e7-multiple.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
266,"50","turk10-Standard-Inner-Single-rep2","50-10",NA,"8","images/filebab655fbf8e7-single.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
267,"50","turk10-Standard-Outer-Multiple-rep2","50-10",NA,"10","images/filebab6119231cb-multiple.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
268,"50","turk10-Standard-Outer-Single-rep2","50-10",NA,"10","images/filebab6119231cb-single.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
269,"50","turk10-Rotated-Inner-Multiple-rep2","50-10",NA,"8","images/filebab6747898f7-multiple.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
270,"50","turk10-Rotated-Inner-Single-rep2","50-10",NA,"8","images/filebab6747898f7-single.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
271,"50","turk10-Rotated-Outer-Single-rep2","50-10",NA,"10","images/filebab61982bbde-single.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
272,"50","turk10-Rotated-Outer-Multiple-rep2","50-10",NA,"10","images/filebab61982bbde-multiple.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
273,"50","turk10-Control-Inner-Single-rep2","50-10",NA,"8","images/filebab615030f70-single.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
274,"50","turk10-Control-Inner-Multiple-rep2","50-10",NA,"8","images/filebab615030f70-multiple.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
275,"50","turk10-Control-Outer-Multiple-rep2","50-10",NA,"10","images/filebab67bea8cd6-multiple.svg","turk10",23,"data-1-2-23-50-10-8-10.csv"
